GD Note,TYPE,TITLE,DESCRIPTION,LATITUDE,LONGITUDE,DELAY,EXTERNALID,UUID,,Desired Altitude,Alert on Map Screen,AR Marker,Coordinates for maps,AREA,CODE,INCIDENT_ID,PRIORITY
Tree Encroachment reported in Uptown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53106461,-122.33008831,31,UTIL1469,,,50 ft,YES,YES,"37.53106461, -122.33008831",Uptown,UTIL,UTIL1469,Low
Voltage Irregularity reported in Downtown,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.53735051,-122.32106968,57,UTIL1470,,,50 ft,YES,YES,"37.53735051, -122.32106968",Downtown,UTIL,UTIL1470,Low
Breaker Operation reported in Seaside,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52758842,-122.32976019,137,UTIL1471,,,50 ft,YES,YES,"37.52758842, -122.32976019",Seaside,UTIL,UTIL1471,Medium
Fuse Blown reported in Uptown,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52022837,-122.33434792,174,UTIL1472,,,50 ft,YES,YES,"37.52022837, -122.33434792",Uptown,UTIL,UTIL1472,Low
Voltage Irregularity reported in Suburban,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.52848489,-122.33051224,69,UTIL1473,,,50 ft,YES,YES,"37.52848489, -122.33051224",Suburban,UTIL,UTIL1473,Critical
Low Wire reported in Industrial,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.53727155,-122.3345489,187,UTIL1474,,,50 ft,YES,YES,"37.53727155, -122.3345489",Industrial,UTIL,UTIL1474,Critical
Transformer Failure reported in Seaside,INCIDENT,Transformer Failure,Multiple customers without power,37.53538317,-122.33618356,61,UTIL1475,,,50 ft,YES,YES,"37.53538317, -122.33618356",Seaside,UTIL,UTIL1475,High
Cable Fault reported in Suburban,INCIDENT,Cable Fault,Underground cable suspected fault,37.52982228,-122.32444779,147,UTIL1476,,,50 ft,YES,YES,"37.52982228, -122.32444779",Suburban,UTIL,UTIL1476,Low
Switch Malfunction reported in Central,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.53866945,-122.33877982,14,UTIL1477,,,50 ft,YES,YES,"37.53866945, -122.33877982",Central,UTIL,UTIL1477,Critical
Low Wire reported in Uptown,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52751648,-122.32261775,58,UTIL1478,,,50 ft,YES,YES,"37.52751648, -122.32261775",Uptown,UTIL,UTIL1478,High
Car Hit Pole reported in Rural,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52003831,-122.32341116,188,UTIL1479,,,50 ft,YES,YES,"37.52003831, -122.32341116",Rural,UTIL,UTIL1479,Low
Tree Encroachment reported in Industrial,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53672406,-122.33561994,25,UTIL1480,,,50 ft,YES,YES,"37.53672406, -122.33561994",Industrial,UTIL,UTIL1480,High
Equipment Failure reported in Rural,INCIDENT,Equipment Failure,Component failure at distribution station,37.52221579,-122.32742966,103,UTIL1481,,,50 ft,YES,YES,"37.52221579, -122.32742966",Rural,UTIL,UTIL1481,Critical
Low Wire reported in Industrial,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52412899,-122.33036591,138,UTIL1482,,,50 ft,YES,YES,"37.52412899, -122.33036591",Industrial,UTIL,UTIL1482,Low
Leaning Pole reported in Industrial,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53084685,-122.3257902,1,UTIL1483,,,50 ft,YES,YES,"37.53084685, -122.3257902",Industrial,UTIL,UTIL1483,Low
Leaning Pole reported in Downtown,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53464737,-122.32514016,50,UTIL1484,,,50 ft,YES,YES,"37.53464737, -122.32514016",Downtown,UTIL,UTIL1484,Critical
Tree Encroachment reported in Suburban,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52771032,-122.33191677,194,UTIL1485,,,50 ft,YES,YES,"37.52771032, -122.33191677",Suburban,UTIL,UTIL1485,Critical
Meter Inspection reported in Central,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52900538,-122.32503609,2,UTIL1486,,,50 ft,YES,YES,"37.52900538, -122.32503609",Central,UTIL,UTIL1486,Critical
Low Wire reported in Central,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52497513,-122.32648114,39,UTIL1487,,,50 ft,YES,YES,"37.52497513, -122.32648114",Central,UTIL,UTIL1487,Critical
Leaning Pole reported in Rural,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53011945,-122.33891132,198,UTIL1488,,,50 ft,YES,YES,"37.53011945, -122.33891132",Rural,UTIL,UTIL1488,Low
Car Hit Pole reported in Uptown,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53114012,-122.33681422,44,UTIL1489,,,50 ft,YES,YES,"37.53114012, -122.33681422",Uptown,UTIL,UTIL1489,Critical
Low Wire reported in Uptown,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52472513,-122.32531725,19,UTIL1490,,,50 ft,YES,YES,"37.52472513, -122.32531725",Uptown,UTIL,UTIL1490,Medium
Gas Leak reported in Suburban,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52513759,-122.32055612,97,UTIL1491,,,50 ft,YES,YES,"37.52513759, -122.32055612",Suburban,UTIL,UTIL1491,Low
Substation Fire reported in Suburban,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52172367,-122.32155062,126,UTIL1492,,,50 ft,YES,YES,"37.52172367, -122.32155062",Suburban,UTIL,UTIL1492,Low
Equipment Failure reported in Central,INCIDENT,Equipment Failure,Component failure at distribution station,37.52998735,-122.32069466,131,UTIL1493,,,50 ft,YES,YES,"37.52998735, -122.32069466",Central,UTIL,UTIL1493,Low
Storm Damage reported in Downtown,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53783403,-122.3215048,136,UTIL1494,,,50 ft,YES,YES,"37.53783403, -122.3215048",Downtown,UTIL,UTIL1494,Medium
Transformer Failure reported in Seaside,INCIDENT,Transformer Failure,Multiple customers without power,37.52452626,-122.33171135,187,UTIL1495,,,50 ft,YES,YES,"37.52452626, -122.33171135",Seaside,UTIL,UTIL1495,Low
Equipment Failure reported in Central,INCIDENT,Equipment Failure,Component failure at distribution station,37.52541072,-122.33062876,173,UTIL1496,,,50 ft,YES,YES,"37.52541072, -122.33062876",Central,UTIL,UTIL1496,Critical
Car Hit Pole reported in Rural,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53103988,-122.33153558,180,UTIL1497,,,50 ft,YES,YES,"37.53103988, -122.33153558",Rural,UTIL,UTIL1497,Medium
Substation Fire reported in Rural,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52649119,-122.33214787,169,UTIL1498,,,50 ft,YES,YES,"37.52649119, -122.33214787",Rural,UTIL,UTIL1498,Critical
Transformer Explosion reported in Suburban,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.53494494,-122.3334902,45,UTIL1499,,,50 ft,YES,YES,"37.53494494, -122.3334902",Suburban,UTIL,UTIL1499,Medium
Breaker Operation reported in Seaside,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.5245531,-122.32748253,108,UTIL1500,,,50 ft,YES,YES,"37.5245531, -122.32748253",Seaside,UTIL,UTIL1500,Low
Routine Inspection reported in Rural,INCIDENT,Routine Inspection,Scheduled maintenance check,37.53683001,-122.32954801,92,UTIL1501,,,50 ft,YES,YES,"37.53683001, -122.32954801",Rural,UTIL,UTIL1501,Medium
Gas Leak reported in Central,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52740407,-122.3345426,171,UTIL1502,,,50 ft,YES,YES,"37.52740407, -122.3345426",Central,UTIL,UTIL1502,High
Low Wire reported in Industrial,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.53743757,-122.32185905,191,UTIL1503,,,50 ft,YES,YES,"37.53743757, -122.32185905",Industrial,UTIL,UTIL1503,Medium
Storm Damage reported in Seaside,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53262252,-122.32270389,107,UTIL1504,,,50 ft,YES,YES,"37.53262252, -122.32270389",Seaside,UTIL,UTIL1504,Low
Transformer Failure reported in Downtown,INCIDENT,Transformer Failure,Multiple customers without power,37.52367389,-122.33438543,87,UTIL1505,,,50 ft,YES,YES,"37.52367389, -122.33438543",Downtown,UTIL,UTIL1505,High
Routine Inspection reported in Suburban,INCIDENT,Routine Inspection,Scheduled maintenance check,37.53896453,-122.33895959,16,UTIL1506,,,50 ft,YES,YES,"37.53896453, -122.33895959",Suburban,UTIL,UTIL1506,Medium
Downed Power Line reported in Downtown,INCIDENT,Downed Power Line,Live wire reported on the ground,37.52320609,-122.32906082,57,UTIL1507,,,50 ft,YES,YES,"37.52320609, -122.32906082",Downtown,UTIL,UTIL1507,Medium
Substation Fire reported in Suburban,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53137036,-122.33246847,61,UTIL1508,,,50 ft,YES,YES,"37.53137036, -122.33246847",Suburban,UTIL,UTIL1508,Critical
Equipment Failure reported in Central,INCIDENT,Equipment Failure,Component failure at distribution station,37.53876007,-122.33898705,25,UTIL1509,,,50 ft,YES,YES,"37.53876007, -122.33898705",Central,UTIL,UTIL1509,Critical
Leaning Pole reported in Suburban,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52567011,-122.32119666,195,UTIL1510,,,50 ft,YES,YES,"37.52567011, -122.32119666",Suburban,UTIL,UTIL1510,Medium
Fuse Blown reported in Industrial,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52455619,-122.3287392,44,UTIL1511,,,50 ft,YES,YES,"37.52455619, -122.3287392",Industrial,UTIL,UTIL1511,Medium
Voltage Irregularity reported in Central,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.5362766,-122.33757101,152,UTIL1512,,,50 ft,YES,YES,"37.5362766, -122.33757101",Central,UTIL,UTIL1512,Medium
Meter Inspection reported in Rural,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52188692,-122.32224383,189,UTIL1513,,,50 ft,YES,YES,"37.52188692, -122.32224383",Rural,UTIL,UTIL1513,Medium
Low Wire reported in Uptown,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52373969,-122.3213964,162,UTIL1514,,,50 ft,YES,YES,"37.52373969, -122.3213964",Uptown,UTIL,UTIL1514,Medium
Fuse Blown reported in Rural,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53563945,-122.33349418,19,UTIL1515,,,50 ft,YES,YES,"37.53563945, -122.33349418",Rural,UTIL,UTIL1515,Critical
Substation Fire reported in Central,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53331779,-122.33331478,136,UTIL1516,,,50 ft,YES,YES,"37.53331779, -122.33331478",Central,UTIL,UTIL1516,Low
Cable Fault reported in Rural,INCIDENT,Cable Fault,Underground cable suspected fault,37.52306968,-122.32470351,89,UTIL1517,,,50 ft,YES,YES,"37.52306968, -122.32470351",Rural,UTIL,UTIL1517,Critical
Substation Fire reported in Rural,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53375942,-122.32720803,87,UTIL1518,,,50 ft,YES,YES,"37.53375942, -122.32720803",Rural,UTIL,UTIL1518,Medium
Car Hit Pole reported in Rural,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53255666,-122.33191352,171,UTIL1519,,,50 ft,YES,YES,"37.53255666, -122.33191352",Rural,UTIL,UTIL1519,Low
Meter Inspection reported in Central,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.53188924,-122.32586224,198,UTIL1520,,,50 ft,YES,YES,"37.53188924, -122.32586224",Central,UTIL,UTIL1520,Critical
Substation Fire reported in Rural,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53551734,-122.32321123,109,UTIL1521,,,50 ft,YES,YES,"37.53551734, -122.32321123",Rural,UTIL,UTIL1521,Medium
Breaker Operation reported in Suburban,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53238442,-122.3325914,78,UTIL1522,,,50 ft,YES,YES,"37.53238442, -122.3325914",Suburban,UTIL,UTIL1522,Medium
Voltage Irregularity reported in Suburban,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.52243923,-122.32153302,176,UTIL1523,,,50 ft,YES,YES,"37.52243923, -122.32153302",Suburban,UTIL,UTIL1523,Low
Meter Inspection reported in Suburban,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.5340051,-122.33132576,60,UTIL1524,,,50 ft,YES,YES,"37.5340051, -122.33132576",Suburban,UTIL,UTIL1524,Critical
Low Wire reported in Suburban,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52059082,-122.33306876,129,UTIL1525,,,50 ft,YES,YES,"37.52059082, -122.33306876",Suburban,UTIL,UTIL1525,Low
Car Hit Pole reported in Uptown,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53227316,-122.32083973,2,UTIL1526,,,50 ft,YES,YES,"37.53227316, -122.32083973",Uptown,UTIL,UTIL1526,Medium
Transformer Explosion reported in Industrial,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52539263,-122.32022702,88,UTIL1527,,,50 ft,YES,YES,"37.52539263, -122.32022702",Industrial,UTIL,UTIL1527,High
Transformer Failure reported in Seaside,INCIDENT,Transformer Failure,Multiple customers without power,37.53084745,-122.33801714,24,UTIL1528,,,50 ft,YES,YES,"37.53084745, -122.33801714",Seaside,UTIL,UTIL1528,High
Cable Fault reported in Downtown,INCIDENT,Cable Fault,Underground cable suspected fault,37.52216446,-122.33733323,55,UTIL1529,,,50 ft,YES,YES,"37.52216446, -122.33733323",Downtown,UTIL,UTIL1529,Medium
Leaning Pole reported in Uptown,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53649014,-122.33408665,45,UTIL1530,,,50 ft,YES,YES,"37.53649014, -122.33408665",Uptown,UTIL,UTIL1530,High
Downed Power Line reported in Downtown,INCIDENT,Downed Power Line,Live wire reported on the ground,37.52893158,-122.32487169,116,UTIL1531,,,50 ft,YES,YES,"37.52893158, -122.32487169",Downtown,UTIL,UTIL1531,Low
Breaker Operation reported in Seaside,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53587228,-122.32435519,190,UTIL1532,,,50 ft,YES,YES,"37.53587228, -122.32435519",Seaside,UTIL,UTIL1532,Critical
Fuse Blown reported in Downtown,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.52507398,-122.32034445,105,UTIL1533,,,50 ft,YES,YES,"37.52507398, -122.32034445",Downtown,UTIL,UTIL1533,Medium
Breaker Operation reported in Central,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53775706,-122.3234758,62,UTIL1534,,,50 ft,YES,YES,"37.53775706, -122.3234758",Central,UTIL,UTIL1534,Medium
Car Hit Pole reported in Central,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52603838,-122.32665293,22,UTIL1535,,,50 ft,YES,YES,"37.52603838, -122.32665293",Central,UTIL,UTIL1535,High
Meter Inspection reported in Downtown,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52462951,-122.33777461,158,UTIL1536,,,50 ft,YES,YES,"37.52462951, -122.33777461",Downtown,UTIL,UTIL1536,Medium
Meter Inspection reported in Rural,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52181944,-122.33767637,27,UTIL1537,,,50 ft,YES,YES,"37.52181944, -122.33767637",Rural,UTIL,UTIL1537,Medium
Tree Encroachment reported in Downtown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53777807,-122.32954204,166,UTIL1538,,,50 ft,YES,YES,"37.53777807, -122.32954204",Downtown,UTIL,UTIL1538,Critical
Switch Malfunction reported in Uptown,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.5211662,-122.32175346,158,UTIL1539,,,50 ft,YES,YES,"37.5211662, -122.32175346",Uptown,UTIL,UTIL1539,Low
Storm Damage reported in Central,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.52302988,-122.32907405,191,UTIL1540,,,50 ft,YES,YES,"37.52302988, -122.32907405",Central,UTIL,UTIL1540,High
Cable Fault reported in Suburban,INCIDENT,Cable Fault,Underground cable suspected fault,37.5233315,-122.33157467,199,UTIL1541,,,50 ft,YES,YES,"37.5233315, -122.33157467",Suburban,UTIL,UTIL1541,Medium
Routine Inspection reported in Suburban,INCIDENT,Routine Inspection,Scheduled maintenance check,37.53469643,-122.33512927,124,UTIL1542,,,50 ft,YES,YES,"37.53469643, -122.33512927",Suburban,UTIL,UTIL1542,Medium
Transformer Explosion reported in Suburban,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52855182,-122.32796195,175,UTIL1543,,,50 ft,YES,YES,"37.52855182, -122.32796195",Suburban,UTIL,UTIL1543,High
Routine Inspection reported in Suburban,INCIDENT,Routine Inspection,Scheduled maintenance check,37.53291754,-122.33829107,163,UTIL1544,,,50 ft,YES,YES,"37.53291754, -122.33829107",Suburban,UTIL,UTIL1544,Low
Cable Fault reported in Industrial,INCIDENT,Cable Fault,Underground cable suspected fault,37.52779782,-122.32012935,197,UTIL1545,,,50 ft,YES,YES,"37.52779782, -122.32012935",Industrial,UTIL,UTIL1545,Low
Storm Damage reported in Uptown,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.52237714,-122.33994808,15,UTIL1546,,,50 ft,YES,YES,"37.52237714, -122.33994808",Uptown,UTIL,UTIL1546,Low
Breaker Operation reported in Seaside,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53012984,-122.32754647,68,UTIL1547,,,50 ft,YES,YES,"37.53012984, -122.32754647",Seaside,UTIL,UTIL1547,Medium
Substation Fire reported in Suburban,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52396255,-122.33344608,115,UTIL1548,,,50 ft,YES,YES,"37.52396255, -122.33344608",Suburban,UTIL,UTIL1548,High
Leaning Pole reported in Industrial,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52036043,-122.33168068,89,UTIL1549,,,50 ft,YES,YES,"37.52036043, -122.33168068",Industrial,UTIL,UTIL1549,Medium
Substation Fire reported in Downtown,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53133962,-122.32583521,27,UTIL1550,,,50 ft,YES,YES,"37.53133962, -122.32583521",Downtown,UTIL,UTIL1550,Low
Fuse Blown reported in Suburban,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53678729,-122.32840174,149,UTIL1551,,,50 ft,YES,YES,"37.53678729, -122.32840174",Suburban,UTIL,UTIL1551,Low
Transformer Explosion reported in Rural,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52730809,-122.3337073,69,UTIL1552,,,50 ft,YES,YES,"37.52730809, -122.3337073",Rural,UTIL,UTIL1552,Critical
Breaker Operation reported in Suburban,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53629713,-122.32920059,122,UTIL1553,,,50 ft,YES,YES,"37.53629713, -122.32920059",Suburban,UTIL,UTIL1553,Low
Transformer Failure reported in Suburban,INCIDENT,Transformer Failure,Multiple customers without power,37.52293536,-122.32510058,146,UTIL1554,,,50 ft,YES,YES,"37.52293536, -122.32510058",Suburban,UTIL,UTIL1554,Low
Gas Leak reported in Suburban,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52847129,-122.33869524,62,UTIL1555,,,50 ft,YES,YES,"37.52847129, -122.33869524",Suburban,UTIL,UTIL1555,Medium
Tree Encroachment reported in Seaside,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52149711,-122.33469973,157,UTIL1556,,,50 ft,YES,YES,"37.52149711, -122.33469973",Seaside,UTIL,UTIL1556,Low
