GD Note,TYPE,TITLE,DESCRIPTION,LATITUDE,LONGITUDE,DELAY,EXTERNALID,UUID,Desired Altitude,Alert on Map Screen,AR Marker,Coordinates for maps,AREA,CODE,INCIDENT_ID,PRIORITY
Street Racing Incident reported in Downtown,INCIDENT,10-17 - Street Racing Incident,Reported street racing incident at location. Additional details unknown.,37.52428021,-122.32723928,,,,50 ft,YES,YES,"37.52428021, -122.32723928",Downtown,10-17,INC1284,Critical
Street Racing Incident reported in Uptown,INCIDENT,10-17 - Street Racing Incident,Reported street racing incident at location. Additional details unknown.,37.52888544,-122.32716107,,,,50 ft,YES,YES,"37.52888544, -122.32716107",Uptown,10-17,INC1285,Critical
Vehicle Breakdown reported in Central,INCIDENT,10-50 - Vehicle Breakdown,Reported vehicle breakdown at location. Additional details unknown.,37.5284501,-122.33726785,,,,50 ft,YES,YES,"37.5284501, -122.33726785",Central,10-50,INC1286,Critical
Attempted Suicide reported in Downtown,INCIDENT,10-31 - Attempted Suicide,Reported attempted suicide at location. Additional details unknown.,37.53180979,-122.32113362,,,,50 ft,YES,YES,"37.53180979, -122.32113362",Downtown,10-31,INC1287,Critical
Riot or Large Protest reported in Seaside,INCIDENT,10-33 - Riot or Large Protest,Reported riot or large protest at location. Additional details unknown.,37.52384005,-122.33974887,,,,50 ft,YES,YES,"37.52384005, -122.33974887",Seaside,10-33,INC1288,Medium
Suspicious Package reported in Industrial,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.53949288,-122.32108113,,,,50 ft,YES,YES,"37.53949288, -122.32108113",Industrial,10-12,INC1289,Medium
Chemical Spill reported in Central,INCIDENT,10-35 - Chemical Spill,Reported chemical spill at location. Additional details unknown.,37.52548448,-122.32309506,,,,50 ft,YES,YES,"37.52548448, -122.32309506",Central,10-35,INC1290,Medium
Riot or Large Protest reported in Rural,INCIDENT,10-33 - Riot or Large Protest,Reported riot or large protest at location. Additional details unknown.,37.52489068,-122.33346267,,,,50 ft,YES,YES,"37.52489068, -122.33346267",Rural,10-33,INC1291,Medium
Suspicious Person reported in Central,INCIDENT,10-27 - Suspicious Person,Reported suspicious person at location. Additional details unknown.,37.52442721,-122.32366238,,,,50 ft,YES,YES,"37.52442721, -122.32366238",Central,10-27,INC1292,Critical
Cyber Crime reported in Industrial,INCIDENT,10-32 - Cyber Crime,Reported cyber crime at location. Additional details unknown.,37.52339607,-122.3211594,,,,50 ft,YES,YES,"37.52339607, -122.3211594",Industrial,10-32,INC1293,High
Gunshots Heard reported in Central,INCIDENT,10-13 - Gunshots Heard,Reported gunshots heard at location. Additional details unknown.,37.52713789,-122.33997568,,,,50 ft,YES,YES,"37.52713789, -122.33997568",Central,10-13,INC1294,Critical
Earthquake Damage reported in Seaside,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.52530808,-122.32615614,,,,50 ft,YES,YES,"37.52530808, -122.32615614",Seaside,10-45,INC1295,Medium
Illegal Dumping reported in Rural,INCIDENT,10-24 - Illegal Dumping,Reported illegal dumping at location. Additional details unknown.,37.53222662,-122.33325199,,,,50 ft,YES,YES,"37.53222662, -122.33325199",Rural,10-24,INC1296,Critical
Collapsed Building reported in Seaside,INCIDENT,10-48 - Collapsed Building,Reported collapsed building at location. Additional details unknown.,37.52860308,-122.32556232,,,,50 ft,YES,YES,"37.52860308, -122.32556232",Seaside,10-48,INC1297,Critical
Avalanche Risk reported in Industrial,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.52140207,-122.33184978,,,,50 ft,YES,YES,"37.52140207, -122.33184978",Industrial,10-41,INC1298,Medium
Gas Leak reported in Uptown,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.5264389,-122.33950735,,,,50 ft,YES,YES,"37.5264389, -122.33950735",Uptown,10-08,INC1299,Critical
Collapsed Building reported in Seaside,INCIDENT,10-48 - Collapsed Building,Reported collapsed building at location. Additional details unknown.,37.53104634,-122.32477105,,,,50 ft,YES,YES,"37.53104634, -122.32477105",Seaside,10-48,INC1300,Medium
Flooding Reported reported in Uptown,INCIDENT,10-40 - Flooding Reported,Reported flooding reported at location. Additional details unknown.,37.52716764,-122.32805134,,,,50 ft,YES,YES,"37.52716764, -122.32805134",Uptown,10-40,INC1301,High
Suspicious Package reported in Rural,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.53042056,-122.33128239,,,,50 ft,YES,YES,"37.53042056, -122.33128239",Rural,10-12,INC1302,Medium
Armed Robbery reported in Suburban,INCIDENT,10-03 - Armed Robbery,Reported armed robbery at location. Additional details unknown.,37.52183962,-122.32965312,,,,50 ft,YES,YES,"37.52183962, -122.32965312",Suburban,10-03,INC1303,Medium
Radiation Alert reported in Seaside,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.53128621,-122.32507133,,,,50 ft,YES,YES,"37.53128621, -122.32507133",Seaside,10-36,INC1304,Low
Underage Drinking reported in Downtown,INCIDENT,10-29 - Underage Drinking,Reported underage drinking at location. Additional details unknown.,37.52736905,-122.33191886,,,,50 ft,YES,YES,"37.52736905, -122.33191886",Downtown,10-29,INC1305,Medium
Medical Emergency - Critical reported in Uptown,INCIDENT,10-09 - Medical Emergency - Critical,Reported medical emergency - critical at location. Additional details unknown.,37.53965873,-122.3350398,,,,50 ft,YES,YES,"37.53965873, -122.3350398",Uptown,10-09,INC1306,High
Drug Activity Reported reported in Industrial,INCIDENT,10-11 - Drug Activity Reported,Reported drug activity reported at location. Additional details unknown.,37.53084018,-122.32573777,,,,50 ft,YES,YES,"37.53084018, -122.32573777",Industrial,10-11,INC1307,Critical
Avalanche Risk reported in Industrial,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.53683863,-122.33441572,,,,50 ft,YES,YES,"37.53683863, -122.33441572",Industrial,10-41,INC1308,Critical
Radiation Alert reported in Central,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.52382716,-122.32587008,,,,50 ft,YES,YES,"37.52382716, -122.32587008",Central,10-36,INC1309,High
Vehicle Breakdown reported in Uptown,INCIDENT,10-50 - Vehicle Breakdown,Reported vehicle breakdown at location. Additional details unknown.,37.52072613,-122.33137853,,,,50 ft,YES,YES,"37.52072613, -122.33137853",Uptown,10-50,INC1310,Low
Underage Drinking reported in Central,INCIDENT,10-29 - Underage Drinking,Reported underage drinking at location. Additional details unknown.,37.52524921,-122.32073195,,,,50 ft,YES,YES,"37.52524921, -122.32073195",Central,10-29,INC1311,Critical
Armed Robbery reported in Suburban,INCIDENT,10-03 - Armed Robbery,Reported armed robbery at location. Additional details unknown.,37.52400141,-122.32125263,,,,50 ft,YES,YES,"37.52400141, -122.32125263",Suburban,10-03,INC1312,Low
Radiation Alert reported in Suburban,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.53548901,-122.32026434,,,,50 ft,YES,YES,"37.53548901, -122.32026434",Suburban,10-36,INC1313,Low
Explosion Reported reported in Rural,INCIDENT,10-06 - Explosion Reported,Reported explosion reported at location. Additional details unknown.,37.5345477,-122.32821213,,,,50 ft,YES,YES,"37.5345477, -122.32821213",Rural,10-06,INC1314,Medium
Vandalism in Progress reported in Seaside,INCIDENT,10-14 - Vandalism in Progress,Reported vandalism in progress at location. Additional details unknown.,37.53279641,-122.33559581,,,,50 ft,YES,YES,"37.53279641, -122.33559581",Seaside,10-14,INC1315,High
Animal Attack reported in Seaside,INCIDENT,10-20 - Animal Attack,Reported animal attack at location. Additional details unknown.,37.5206571,-122.33919424,,,,50 ft,YES,YES,"37.5206571, -122.33919424",Seaside,10-20,INC1316,High
Noise Complaint reported in Suburban,INCIDENT,10-28 - Noise Complaint,Reported noise complaint at location. Additional details unknown.,37.53734193,-122.32682301,,,,50 ft,YES,YES,"37.53734193, -122.32682301",Suburban,10-28,INC1317,Low
Explosion Reported reported in Industrial,INCIDENT,10-06 - Explosion Reported,Reported explosion reported at location. Additional details unknown.,37.53745646,-122.33539113,,,,50 ft,YES,YES,"37.53745646, -122.33539113",Industrial,10-06,INC1318,High
Medical Emergency - Minor reported in Uptown,INCIDENT,10-10 - Medical Emergency - Minor,Reported medical emergency - minor at location. Additional details unknown.,37.5366075,-122.32726349,,,,50 ft,YES,YES,"37.5366075, -122.32726349",Uptown,10-10,INC1319,Medium
Animal Attack reported in Seaside,INCIDENT,10-20 - Animal Attack,Reported animal attack at location. Additional details unknown.,37.52178454,-122.3336963,,,,50 ft,YES,YES,"37.52178454, -122.3336963",Seaside,10-20,INC1320,High
Cyber Crime reported in Central,INCIDENT,10-32 - Cyber Crime,Reported cyber crime at location. Additional details unknown.,37.52923625,-122.32173131,,,,50 ft,YES,YES,"37.52923625, -122.32173131",Central,10-32,INC1321,Low
Street Racing Incident reported in Industrial,INCIDENT,10-17 - Street Racing Incident,Reported street racing incident at location. Additional details unknown.,37.52082531,-122.33119415,,,,50 ft,YES,YES,"37.52082531, -122.33119415",Industrial,10-17,INC1322,Low
Suspicious Package reported in Uptown,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.52386173,-122.32102141,,,,50 ft,YES,YES,"37.52386173, -122.32102141",Uptown,10-12,INC1323,High
Unattended Luggage reported in Central,INCIDENT,10-26 - Unattended Luggage,Reported unattended luggage at location. Additional details unknown.,37.53393422,-122.33176295,,,,50 ft,YES,YES,"37.53393422, -122.33176295",Central,10-26,INC1324,High
Avalanche Risk reported in Rural,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.53822153,-122.32480923,,,,50 ft,YES,YES,"37.53822153, -122.32480923",Rural,10-41,INC1325,Medium
Gunshots Heard reported in Downtown,INCIDENT,10-13 - Gunshots Heard,Reported gunshots heard at location. Additional details unknown.,37.53082615,-122.32377223,,,,50 ft,YES,YES,"37.53082615, -122.32377223",Downtown,10-13,INC1326,Medium
Medical Emergency - Critical reported in Central,INCIDENT,10-09 - Medical Emergency - Critical,Reported medical emergency - critical at location. Additional details unknown.,37.53104064,-122.33729823,,,,50 ft,YES,YES,"37.53104064, -122.33729823",Central,10-09,INC1327,Low
Drowning Incident reported in Rural,INCIDENT,10-47 - Drowning Incident,Reported drowning incident at location. Additional details unknown.,37.53522821,-122.32330111,,,,50 ft,YES,YES,"37.53522821, -122.32330111",Rural,10-47,INC1328,Critical
Street Racing Incident reported in Uptown,INCIDENT,10-17 - Street Racing Incident,Reported street racing incident at location. Additional details unknown.,37.52758778,-122.32210799,,,,50 ft,YES,YES,"37.52758778, -122.32210799",Uptown,10-17,INC1329,High
Unattended Luggage reported in Uptown,INCIDENT,10-26 - Unattended Luggage,Reported unattended luggage at location. Additional details unknown.,37.53459759,-122.32887483,,,,50 ft,YES,YES,"37.53459759, -122.32887483",Uptown,10-26,INC1330,High
Tornado Warning reported in Seaside,INCIDENT,10-39 - Tornado Warning,Reported tornado warning at location. Additional details unknown.,37.52012373,-122.33516535,,,,50 ft,YES,YES,"37.52012373, -122.33516535",Seaside,10-39,INC1331,Medium
Request for Backup reported in Downtown,INCIDENT,10-01 - Request for Backup,Reported request for backup at location. Additional details unknown.,37.53277842,-122.32284901,,,,50 ft,YES,YES,"37.53277842, -122.32284901",Downtown,10-01,INC1332,Low
Traffic Stop - High Risk reported in Seaside,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.52000509,-122.32454198,,,,50 ft,YES,YES,"37.52000509, -122.32454198",Seaside,10-04,INC1333,Medium
Boating Accident reported in Downtown,INCIDENT,10-34 - Boating Accident,Reported boating accident at location. Additional details unknown.,37.53725077,-122.33305101,,,,50 ft,YES,YES,"37.53725077, -122.33305101",Downtown,10-34,INC1334,Medium
Drowning Incident reported in Seaside,INCIDENT,10-47 - Drowning Incident,Reported drowning incident at location. Additional details unknown.,37.53396414,-122.33767553,,,,50 ft,YES,YES,"37.53396414, -122.33767553",Seaside,10-47,INC1335,Medium
Severe Weather Alert reported in Uptown,INCIDENT,10-43 - Severe Weather Alert,Reported severe weather alert at location. Additional details unknown.,37.53045745,-122.33743704,,,,50 ft,YES,YES,"37.53045745, -122.33743704",Uptown,10-43,INC1336,Low
Noise Complaint reported in Suburban,INCIDENT,10-28 - Noise Complaint,Reported noise complaint at location. Additional details unknown.,37.52215388,-122.33277008,,,,50 ft,YES,YES,"37.52215388, -122.33277008",Suburban,10-28,INC1337,High
Sinkhole Formation reported in Seaside,INCIDENT,10-44 - Sinkhole Formation,Reported sinkhole formation at location. Additional details unknown.,37.52146561,-122.33720766,,,,50 ft,YES,YES,"37.52146561, -122.33720766",Seaside,10-44,INC1338,Critical
Severe Weather Alert reported in Suburban,INCIDENT,10-43 - Severe Weather Alert,Reported severe weather alert at location. Additional details unknown.,37.52032204,-122.33740624,,,,50 ft,YES,YES,"37.52032204, -122.33740624",Suburban,10-43,INC1339,Low
Traffic Stop - High Risk reported in Industrial,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.52626516,-122.32500425,,,,50 ft,YES,YES,"37.52626516, -122.32500425",Industrial,10-04,INC1340,High
Vandalism in Progress reported in Uptown,INCIDENT,10-14 - Vandalism in Progress,Reported vandalism in progress at location. Additional details unknown.,37.52982913,-122.33179412,,,,50 ft,YES,YES,"37.52982913, -122.33179412",Uptown,10-14,INC1341,Medium
Avalanche Risk reported in Seaside,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.52007339,-122.32059378,,,,50 ft,YES,YES,"37.52007339, -122.32059378",Seaside,10-41,INC1342,Low
Vehicle Breakdown reported in Industrial,INCIDENT,10-50 - Vehicle Breakdown,Reported vehicle breakdown at location. Additional details unknown.,37.53929543,-122.33580066,,,,50 ft,YES,YES,"37.53929543, -122.33580066",Industrial,10-50,INC1343,High
Gunshots Heard reported in Industrial,INCIDENT,10-13 - Gunshots Heard,Reported gunshots heard at location. Additional details unknown.,37.52962988,-122.32125006,,,,50 ft,YES,YES,"37.52962988, -122.32125006",Industrial,10-13,INC1344,Critical
Burglary in Progress reported in Rural,INCIDENT,10-02 - Burglary in Progress,Reported burglary in progress at location. Additional details unknown.,37.53377093,-122.32858534,,,,50 ft,YES,YES,"37.53377093, -122.32858534",Rural,10-02,INC1345,Critical
Boating Accident reported in Industrial,INCIDENT,10-34 - Boating Accident,Reported boating accident at location. Additional details unknown.,37.52335696,-122.3220872,,,,50 ft,YES,YES,"37.52335696, -122.3220872",Industrial,10-34,INC1346,Critical
Armed Robbery reported in Rural,INCIDENT,10-03 - Armed Robbery,Reported armed robbery at location. Additional details unknown.,37.53768015,-122.32322466,,,,50 ft,YES,YES,"37.53768015, -122.32322466",Rural,10-03,INC1347,Medium
Illegal Dumping reported in Uptown,INCIDENT,10-24 - Illegal Dumping,Reported illegal dumping at location. Additional details unknown.,37.52273089,-122.33258764,,,,50 ft,YES,YES,"37.52273089, -122.33258764",Uptown,10-24,INC1348,Medium
Drowning Incident reported in Seaside,INCIDENT,10-47 - Drowning Incident,Reported drowning incident at location. Additional details unknown.,37.52682214,-122.32900488,,,,50 ft,YES,YES,"37.52682214, -122.32900488",Seaside,10-47,INC1349,Medium
